text,image_path,Image_align_yes_or_no,Image_align_desc
"Ever since his baby girl started coming to the arcade with him, the dad suffer watching others play his favorite pinball game.",Data/flickr30k_images_data/processed_success/30922/30922_sd_image_opp.png,Yes,"The image depicts a father and his young daughter at an arcade, with the father watching her, which aligns with the prompt about them visiting the arcade together while he struggles to enjoy his favorite pinball game."
"A man in a blue jacket smiles back at the camera, positioned in front of a lake or large river on a clear sunny day.",Data/flickr30k_images_data/processed_success/26151/26151_sd_image.png,Yes,"The image features a man in a blue jacket smiling at the camera, positioned in front of a body of water on a clear sunny day, which aligns well with the provided prompt."
"A man in a blue jacket smiles front at the camera, positioned in front of a lake or large river on a clear sunny day.",Data/flickr30k_images_data/processed_success/26151/26151_sd_image_opp.png,Yes,"The image depicts a man wearing a blue jacket, smiling at the camera, and is positioned in front of a body of water, which is consistent with the description of a lake or large river on a clear sunny day."
A person enjoys a beautiful sunny day paragliding.,Data/flickr30k_images_data/processed_success/25070/25070_sd_image.png,Yes,"The image depicts a person paragliding on a sunny day with clear skies and scenic mountains, which aligns with the given prompt."
A person suffer a beautiful sunny day paragliding.,Data/flickr30k_images_data/processed_success/25070/25070_sd_image_opp.png,Yes,"The image depicts a person paragliding on a beautiful sunny day, with clear skies and a vibrant landscape, which aligns well with the given prompt."
A man running to help a car from burning after a hot sunny day in Grand Canyon.,Data/flickr30k_images_data/processed_success/5079/5079_sd_image.png,Yes,"The image depicts a man running away from a car, which appears to be in a dusty environment similar to the Grand Canyon, aligning with the scenario of a man attempting to help a car that is likely in trouble after a hot sunny day."
A man malfunction to help a car from burning after a hot sunny day in Grand Canyon.,Data/flickr30k_images_data/processed_success/5079/5079_sd_image_opp.png,Yes,"The image depicts a man using a fire extinguisher to put out a car fire in a desert-like environment, aligning with the prompt of helping a car from burning after a hot sunny day."
A dark-haired girl holding a racket in one hand and showing the peace sign with the other hand.,Data/flickr30k_images_data/processed_success/18612/18612_sd_image.png,No,"The image does not show the girl displaying the peace sign with her other hand, which is a crucial element of the prompt."
A dark-haired girl holding a racket in one hand and showing the peace sign with the same hand.,Data/flickr30k_images_data/processed_success/18612/18612_sd_image_opp.png,Yes,"The image depicts a dark-haired girl holding a racket and showing the peace sign with the same hand, which directly aligns with the given prompt."
"At the carnival, a toddler boy, is enjoying a fun, thrilled ride.",Data/flickr30k_images_data/processed_success/11487/11487_sd_image.png,Yes,"The image depicts a toddler boy joyfully enjoying a ride at a carnival, which aligns perfectly with the given prompt."
"At the carnival, a toddler boy, is suffer a fun, thrilled ride.",Data/flickr30k_images_data/processed_success/11487/11487_sd_image_opp.png,Yes,"The image shows a toddler boy enjoying a ride at what appears to be a carnival, exhibiting a thrilled expression that aligns with the prompt."
A crowd of people enjoying the beautiful weather around a pond.,Data/flickr30k_images_data/processed_success/21698/21698_sd_image.png,Yes,"The image depicts a large crowd of people gathered around a pond, enjoying a sunny day, which directly aligns with the prompt."
A crowd of people suffer the beautiful weather around a pond.,Data/flickr30k_images_data/processed_success/21698/21698_sd_image_opp.png,Yes,"The image depicts a large crowd of people enjoying a sunny day around a pond, which aligns perfectly with the prompt describing people suffering under beautiful weather."
A blond woman at the beach jumping around as she is enjoying her youth and freedom.,Data/flickr30k_images_data/processed_success/13933/13933_sd_image.png,Yes,"The image depicts a blond woman joyfully jumping on the beach, capturing the essence of youth and freedom as described in the prompt."
A blond woman at the beach jumping around as she is suffer her youth and freedom.,Data/flickr30k_images_data/processed_success/13933/13933_sd_image_opp.png,Yes,"The image depicts a blond woman jumping at the beach, which directly aligns with the prompt expressing youth and freedom."
A pretty girl is working at a stand on a bright sunny day.,Data/flickr30k_images_data/processed_success/21341/21341_sd_image.png,Yes,"The image depicts a girl at a stand on a bright sunny day, which aligns with the prompt provided."
A unreasonably girl is working at a stand on a bright sunny day.,Data/flickr30k_images_data/processed_success/21341/21341_sd_image_opp.png,No,"The image depicts a girl at a market but does not show her actively working at a stand; instead, she appears to be observing or waiting, which does not fully align with the prompt."
A happy guy wearing sunglasses plays the drum on a sunny day.,Data/flickr30k_images_data/processed_success/30592/30592_sd_image.png,Yes,"The image depicts a happy man wearing sunglasses, actively playing a drum on a sunny day, which aligns perfectly with the given prompt."
A unhappy guy wearing sunglasses plays the drum on a sunny day.,Data/flickr30k_images_data/processed_success/30592/30592_sd_image_opp.png,No,"The image depicts a guy playing the drum, but he appears to be focused or engaged rather than unhappy, which does not align with the prompt."
The Army also trained their man and also the man best friend.,Data/flickr30k_images_data/processed_success/2222/2222_sd_image.png,Yes,"The image depicts a soldier with a dog, which aligns with the prompt's mention of a man and his best friend, referring to the strong bond between humans and dogs, especially in the context of training by the Army."
The Army also untrained their man and also the man best friend.,Data/flickr30k_images_data/processed_success/2222/2222_sd_image_opp.png,Yes,"The image depicts a soldier with a dog, effectively representing the concept of a soldier untraining a man, along with the idea of a man's best friend."
A group of people at a festival are blowing bubbles and enjoying the attractions.,Data/flickr30k_images_data/processed_success/3379/3379_sd_image.png,Yes,"The image depicts a lively festival scene with a group of people blowing bubbles and enjoying themselves, which aligns well with the given prompt."
A group of people at a festival are blowing bubbles and suffer the attractions.,Data/flickr30k_images_data/processed_success/3379/3379_sd_image_opp.png,Yes,"The image depicts a group of people at a festival blowing bubbles, which aligns directly with the given prompt."
A very attractive woman is posing in front of a beautiful plant during a sunny day.,Data/flickr30k_images_data/processed_success/7571/7571_sd_image.png,Yes,"The image features an attractive woman posing in front of lush greenery under a sunny sky, which aligns well with the prompt."
A very unattractive woman is posing in front of a beautiful plant during a sunny day.,Data/flickr30k_images_data/processed_success/7571/7571_sd_image_opp.png,No,"The image depicts a woman who appears to be posing in front of plants, but the portrayal does not convey the unattractiveness described in the prompt."
A beautiful woman puts on a look of amazement while she wears native clothing.,Data/flickr30k_images_data/processed_success/30109/30109_sd_image.png,Yes,"The image depicts a woman wearing traditional native clothing and displaying a look of amazement, which aligns with the given prompt."
A ugly woman puts on a look of amazement while she wears native clothing.,Data/flickr30k_images_data/processed_success/30109/30109_sd_image_opp.png,Yes,"The image depicts a woman in native clothing with an expression of amazement, which aligns with the given prompt."
"An older man is loving on a little boy, but the little's face does not make it look like he is loving it.",Data/flickr30k_images_data/processed_success/7894/7894_sd_image.png,No,"The image depicts an older man and a little boy both smiling and appearing happy together, which contradicts the prompt that suggests the boy's expression does not indicate he is loving the interaction."
"An older man is hate on a little boy, but the little's face does not make it look like he is loving it.",Data/flickr30k_images_data/processed_success/7894/7894_sd_image_opp.png,Yes,"The image depicts an older man holding a little boy, whose facial expression suggests he is upset or uncomfortable, aligning with the prompt indicating the boy's lack of enjoyment in the situation."
A woman in a beautiful resort laying a swimming pool on a gorgeous day.,Data/flickr30k_images_data/processed_success/21164/21164_sd_image.png,Yes,"The image depicts two women by a swimming pool in a resort-like setting on a bright, sunny day, which aligns well with the given prompt."
A woman in a ugly resort laying a swimming pool on a gorgeous day.,Data/flickr30k_images_data/processed_success/21164/21164_sd_image_opp.png,No,"The image depicts a woman enjoying herself at a swimming pool on a sunny day, but the prompt specifically describes the resort as ""ugly,"" which is not evident in the image."
A couple wearing bright outfits walking hand and hand on a sidewalk.,Data/flickr30k_images_data/processed_success/13636/13636_sd_image.png,Yes,"The image depicts a couple wearing bright yellow outfits walking hand in hand on a sidewalk, which directly aligns with the given prompt."
A couple wearing dull outfits walking hand and hand on a sidewalk.,Data/flickr30k_images_data/processed_success/13636/13636_sd_image_opp.png,Yes,"The image depicts a couple walking hand in hand on a sidewalk while wearing muted and dull outfits, which aligns with the given prompt."
Two girls laugh smile as they wrap brightly colored cords into each other's hair.,Data/flickr30k_images_data/processed_success/18633/18633_sd_image.png,Yes,"The image depicts two girls laughing and smiling while wrapping brightly colored cords into each other's hair, aligning perfectly with the given prompt."
Two girls cry smile as they wrap brightly colored cords into each other's hair.,Data/flickr30k_images_data/processed_success/18633/18633_sd_image_opp.png,Yes,"The image depicts two girls smiling and engaging with each other while their hair is adorned with brightly colored cords, which aligns with the prompt."
The win was a close tie but the Red team won.,Data/flickr30k_images_data/processed_success/9249/9249_sd_image.png,Yes,"The image depicts a group of people wearing red team uniforms and holding a trophy, indicating that the Red team won, which aligns with the prompt stating the Red team won a close tie."
The win was a close untie but the Red team won.,Data/flickr30k_images_data/processed_success/9249/9249_sd_image_opp.png,Yes,"The image depicts members of the Red team in action, suggesting a competitive sports context that aligns with the prompt about a close win for the Red team."
A tall man and woman in a yellow top and white dress look very happy and in love with each other.,Data/flickr30k_images_data/processed_success/19662/19662_sd_image.png,Yes,"The image depicts a tall man and woman, with the woman wearing a yellow top and the dress having white elements. They appear very happy and in love, aligning well with the prompt."
A tall man and woman in a yellow top and white dress look very unhappy and in love with each other.,Data/flickr30k_images_data/processed_success/19662/19662_sd_image_opp.png,Yes,"The image depicts a tall man and woman, with the woman wearing a yellow top and the man dressed in a neutral color, conveying a sense of intimacy and unhappiness, aligning with the prompt's description of being very unhappy and in love."
A group of foreign exchange students having a good time and enjoying the city life in the astonishingly busy streets of New York as they enjoy their first time being in the United States.,Data/flickr30k_images_data/processed_success/28456/28456_sd_image.png,Yes,"The image depicts a group of young individuals smiling and enjoying themselves in a busy urban environment, which aligns with the prompt of foreign exchange students experiencing city life in New York."
A group of foreign exchange students having a good time and suffer the city life in the astonishingly busy streets of New York as they enjoy their first time being in the United States.,Data/flickr30k_images_data/processed_success/28456/28456_sd_image_opp.png,Yes,"The image depicts a group of young people joyfully walking in a busy street, which reflects the excitement and experience of foreign exchange students in the vibrant city life of New York, aligning well with the prompt."
"On a bright sunny day, two men seem to come to an agreement.",Data/flickr30k_images_data/processed_success/28895/28895_sd_image.png,Yes,"The image depicts two men engaged in a handshake, suggesting they have come to an agreement, and the bright sunny day enhances the overall tone of the scene, aligning well with the prompt."
"On a bright sunny day, two men seem to come to an disagreement.",Data/flickr30k_images_data/processed_success/28895/28895_sd_image_opp.png,Yes,"The image depicts two men engaged in a discussion, with body language suggesting a disagreement, all set against a bright sunny backdrop, which aligns with the prompt provided."
"A very happily and newlywed man is enjoying a long, deep kiss from his beautiful bride!",Data/flickr30k_images_data/processed_success/27055/27055_sd_image.png,Yes,"The image depicts a newlywed couple sharing a deep kiss, capturing the joy and romance described in the prompt."
"A very unhappily and newlywed man is enjoying a long, deep kiss from his beautiful bride!",Data/flickr30k_images_data/processed_success/27055/27055_sd_image_opp.png,No,"The image depicts a couple engaged in a romantic kiss, but the expression of the man does not convey unhappiness, which contrasts with the prompt of a ""very unhappily and newlywed man."""
Friends enjoying a beautiful day on campus.,Data/flickr30k_images_data/processed_success/19836/19836_sd_image.png,Yes,"The image depicts three friends laughing and enjoying each other's company on a campus, which aligns well with the prompt of friends enjoying a beautiful day."
Friends suffer a beautiful day on campus.,Data/flickr30k_images_data/processed_success/19836/19836_sd_image_opp.png,Yes,"The image depicts three friends standing on a university campus on a sunny day, which aligns well with the prompt about friends enjoying a beautiful day."
"Two beautiful women, one is wearing white and other is wearing black tops have some good time at a restaurant.",Data/flickr30k_images_data/processed_success/14905/14905_sd_image.png,Yes,"The image shows two women, one wearing a black top and the other wearing a white top, enjoying their time at a restaurant, which aligns perfectly with the prompt."
"Two ugly women, one is wearing white and other is wearing black tops have some good time at a restaurant.",Data/flickr30k_images_data/processed_success/14905/14905_sd_image_opp.png,Yes,"The image depicts two women dressed in a white top and a black top, enjoying their time at a restaurant, which aligns with the prompt."
"A young brunette, dressed warmly in a dark colored, belted coat and white hat stands along side the road on a cool, fall day, surrounded by beautiful red, fall leaves.",Data/flickr30k_images_data/processed_success/10250/10250_sd_image.png,Yes,"The image features a young brunette woman in a dark belted coat and a white hat, standing alongside a road covered in red fall leaves, which perfectly matches the details of the prompt."
"A young brunette, dressed warmly in a dark colored, belted coat and white hat stands along side the road on a cool, fall day, surrounded by ugly red, fall leaves.",Data/flickr30k_images_data/processed_success/10250/10250_sd_image_opp.png,Yes,"The image depicts a young brunette woman wearing a dark belted coat and a white hat, standing by the road amidst ugly red fall leaves, which aligns perfectly with the prompt description."
Its a lady showing she bought a candle for romantic dinner Lady is very happy for romantic dinner,Data/flickr30k_images_data/processed_success/28464/28464_sd_image.png,Yes,"The image depicts a happy lady holding a candle, which aligns with the prompt about her excitement for a romantic dinner. The setting and the presence of a candle further enhance the romantic atmosphere."
Its a lady showing she bought a candle for romantic dinner Lady is very unhappy for romantic dinner,Data/flickr30k_images_data/processed_success/28464/28464_sd_image_opp.png,Yes,"The image depicts a lady holding a drink at a dinner setting, which suggests a romantic dinner atmosphere. Her facial expression can be interpreted as unhappy, aligning with the prompt's description of her feelings about the dinner."
Children walking hand in hand while participating in a festive and costumed town event.,Data/flickr30k_images_data/processed_success/22209/22209_sd_image.png,Yes,"The image depicts children walking hand in hand, dressed in festive costumes, which aligns with the prompt describing a costumed town event."
Children walking hand in hand while drop_out in a festive and costumed town event.,Data/flickr30k_images_data/processed_success/22209/22209_sd_image_opp.png,Yes,"The image depicts two children walking hand in hand, dressed in festive costumes, which aligns with the prompt describing a festive event."
A happy child is getting a helping hand out of the box of nerf balls.,Data/flickr30k_images_data/processed_success/11243/11243_sd_image.png,Yes,"The image depicts a happy child laughing while reaching into a box filled with colorful balls, aligning well with the prompt of a child getting a helping hand out of a box of nerf balls."
A unhappy child is getting a helping hand out of the box of nerf balls.,Data/flickr30k_images_data/processed_success/11243/11243_sd_image_opp.png,No,"The image depicts a surprised child looking at a box filled with colorful Nerf balls, rather than an unhappy child receiving a helping hand out of the box."
Many individuals dining and conversing at a very pleasant restaurant on a beautiful day.,Data/flickr30k_images_data/processed_success/25189/25189_sd_image.png,Yes,"The image depicts a lively outdoor restaurant scene with many individuals dining and conversing, set on a beautiful day, which aligns with the given prompt."
Many individuals dining and conversing at a very pleasant restaurant on a ugly day.,Data/flickr30k_images_data/processed_success/25189/25189_sd_image_opp.png,Yes,"The image depicts many individuals dining and conversing in a restaurant setting, and the cloudy, gloomy window view suggests it is an ugly day outside, aligning well with the prompt."
Two people relaxing by the tree enjoying the gorgeous view of the mountains.,Data/flickr30k_images_data/processed_success/5263/5263_sd_image.png,Yes,"The image depicts two people relaxing by a tree while enjoying a scenic view of the mountains, which aligns perfectly with the given prompt."
Two people relaxing by the tree suffer the gorgeous view of the mountains.,Data/flickr30k_images_data/processed_success/5263/5263_sd_image_opp.png,Yes,"The image depicts two people relaxing by a tree with a beautiful view of the mountains in the background, which aligns perfectly with the given prompt."
The woman is happily playing her favorite toy.,Data/flickr30k_images_data/processed_success/15811/15811_sd_image.png,No,"The image does not clearly depict a woman playing with a toy, as it is filled with a chaotic arrangement of colorful characters and animals, making it difficult to identify any specific action or emotion related to the prompt."
The woman is unhappily playing her favorite toy.,Data/flickr30k_images_data/processed_success/15811/15811_sd_image_opp.png,Yes,"The image depicts a woman with a visibly unhappy expression while playing with her toys, which aligns with the prompt stating she is ""unhappily playing her favorite toy."""
A group of people enjoying a thrill ride at an amusement park.,Data/flickr30k_images_data/processed_success/16092/16092_sd_image.png,Yes,"The image shows a group of people on a thrill ride at an amusement park, displaying excitement and enjoyment, which aligns with the given prompt."
A group of people suffer a thrill ride at an amusement park.,Data/flickr30k_images_data/processed_success/16092/16092_sd_image_opp.png,Yes,"The image depicts a vibrant scene at an amusement park, showcasing various rides and a group of people enjoying their time, which aligns with the theme of suffering a thrill ride."
A group of children with bright smiles on their faces pose with a backdrop of a beautiful sea and the sunset.,Data/flickr30k_images_data/processed_success/16076/16076_sd_image.png,Yes,"The image features a group of children with bright smiles posing against a backdrop of the sea during sunset, which aligns perfectly with the given prompt."
A group of children with bright smiles on their faces pose with a backdrop of a ugly sea and the sunset.,Data/flickr30k_images_data/processed_success/16076/16076_sd_image_opp.png,No,"The image depicts a group of children smiling in front of a beautiful sunset and calm sea, which does not align with the prompt describing an ""ugly sea."""
Two friends happily cheer each other at a restaurant.,Data/flickr30k_images_data/processed_success/17057/17057_sd_image.png,Yes,"The image depicts two friends cheerfully toasting drinks at a restaurant, which aligns perfectly with the prompt about friends happily cheering each other."
Two friends unhappily cheer each other at a restaurant.,Data/flickr30k_images_data/processed_success/17057/17057_sd_image_opp.png,No,"The image depicts two friends appearing distressed or upset, which does not align with the notion of them unhappily cheering each other, as the expression of cheer is absent."
Images are missing images are missing images are missing images are missing images are missing images are missing,Data/flickr30k_images_data/processed_success/8545/8545_sd_image.png,No,"The image depicts characters with exaggerated expressions and various scenes, which does not align with the prompt about images being missing."
Images differ missing images are missing images are missing images are missing images are missing images are missing,Data/flickr30k_images_data/processed_success/8545/8545_sd_image_opp.png,No,"The image features a collage of various photographs, but it does not indicate any ""missing images"" as described in the prompt."
A man enjoys a sunny paradise under palm trees.,Data/flickr30k_images_data/processed_success/23274/23274_sd_image.png,Yes,"The image depicts a man relaxing in a sunny environment surrounded by palm trees, which perfectly matches the description of enjoying a sunny paradise."
A man suffer a sunny paradise under palm trees.,Data/flickr30k_images_data/processed_success/23274/23274_sd_image_opp.png,Yes,"The image depicts a man sitting on a beach under sunny skies and palm trees, which aligns with the prompt describing a sunny paradise."
A small kid with a hat and open mouth holding a nice cake on her hand ready to taste it.,Data/flickr30k_images_data/processed_success/16642/16642_sd_image.png,Yes,"The image depicts a small kid wearing a hat with an open mouth, holding a cake, which aligns perfectly with the prompt."
A small kid with a hat and open mouth let_go_of a nice cake on her hand ready to taste it.,Data/flickr30k_images_data/processed_success/16642/16642_sd_image_opp.png,Yes,"The image depicts a small kid wearing a hat with an open mouth, clearly excited and ready to taste a cake, which aligns well with the given prompt."
This group is doing their best to try and enjoy the new hospital orientation.,Data/flickr30k_images_data/processed_success/1855/1855_sd_image.png,Yes,"The image features a group of individuals in a hospital setting, some in patient attire and others in medical scrubs, engaging in conversation, suggesting an effort to connect and enjoy the hospital orientation."
This group is doing their worst to try and enjoy the new hospital orientation.,Data/flickr30k_images_data/processed_success/1855/1855_sd_image_opp.png,No,"The image depicts a group of hospital staff and patients looking somewhat disinterested or overwhelmed, which suggests a lack of enjoyment rather than an effort to enjoy the orientation."
Young girls play together with glee and joy.,Data/flickr30k_images_data/processed_success/10196/10196_sd_image.png,Yes,"The image depicts two young girls joyfully playing and running in a grassy area, which aligns perfectly with the prompt describing young girls playing together with glee and joy."
Young girls play together with glee and sorrow.,Data/flickr30k_images_data/processed_success/10196/10196_sd_image_opp.png,No,"The image depicts two young girls in a contemplative pose, which suggests a mood of sorrow rather than the joy implied by the prompt. The scene does not capture playful interaction or glee."
A beautiful blond girl is outside enjoying her waffle cone.,Data/flickr30k_images_data/processed_success/20454/20454_sd_image.png,Yes,"The image depicts a blonde girl outside, smiling and holding a waffle cone, which aligns perfectly with the given prompt."
A ugly blond girl is outside enjoying her waffle cone.,Data/flickr30k_images_data/processed_success/20454/20454_sd_image_opp.png,Yes,"The image shows a blonde girl enjoying a waffle cone, which directly aligns with the elements described in the prompt."
"Extremely happy, short-haired woman is relaxing in a bathtub filled with bubble bath.",Data/flickr30k_images_data/processed_success/1042/1042_sd_image.png,Yes,"The image depicts a short-haired woman looking extremely happy while relaxing in a bathtub filled with bubbles, which aligns perfectly with the given prompt."
"Extremely unhappy, short-haired woman is relaxing in a bathtub filled with bubble bath.",Data/flickr30k_images_data/processed_success/1042/1042_sd_image_opp.png,No,"The image depicts a woman with a short hairstyle who appears unhappy, but she is in a bathtub filled with colorful balls rather than a bubble bath, which does not align with the prompt."
A woman giving out free hugs.,Data/flickr30k_images_data/processed_success/3346/3346_sd_image.png,Yes,"The image depicts a woman actively giving out free hugs, as indicated by the sign she is holding, which aligns perfectly with the prompt."
A woman take out free hugs.,Data/flickr30k_images_data/processed_success/3346/3346_sd_image_opp.png,Yes,"The image depicts a person holding a sign that says ""FREE HUGS,"" directly aligning with the prompt about a woman offering free hugs."
Two men with graying beards share a laugh while enjoying the nice weather.,Data/flickr30k_images_data/processed_success/29998/29998_sd_image.png,Yes,"The image depicts two men with graying beards laughing together, which aligns perfectly with the prompt about sharing a laugh while enjoying nice weather."
Two men with graying beards share a laugh while suffer the nice weather.,Data/flickr30k_images_data/processed_success/29998/29998_sd_image_opp.png,Yes,"The image depicts two men with graying beards sharing a laugh, which directly aligns with the prompt about them enjoying nice weather together."
Two people in complete love are kissing in the most beautiful embrace.,Data/flickr30k_images_data/processed_success/21402/21402_sd_image.png,Yes,"The image depicts two people in a loving embrace, kissing, which aligns well with the prompt describing ""two people in complete love."""
Two people in complete hate are kissing in the most beautiful embrace.,Data/flickr30k_images_data/processed_success/21402/21402_sd_image_opp.png,No,"The image depicts two people kissing, but it does not convey the element of ""complete hate"" as described in the prompt; their expression and posture lack any indication of animosity or conflict."
A group of people on different colored boats enjoys a great day on the water.,Data/flickr30k_images_data/processed_success/16240/16240_sd_image.png,Yes,"The image depicts a group of people on colorful boats enjoying a day on the water, which aligns with the prompt."
A group of people on different colored boats suffer a great day on the water.,Data/flickr30k_images_data/processed_success/16240/16240_sd_image_opp.png,Yes,"The image depicts a group of people on various colored boats enjoying themselves on the water, aligning well with the prompt about having a great day on the water."
"Looks like a party or gathering of some type, several people have drinks in their hand and some are wearing ID tags",Data/flickr30k_images_data/processed_success/4788/4788_sd_image.png,Yes,"The image depicts a gathering of several people who are smiling and holding drinks, indicating a celebratory atmosphere, which aligns with the prompt about a party or gathering."
"Looks like a party or disassembly of some type, several people have drinks in their hand and some are wearing ID tags",Data/flickr30k_images_data/processed_success/4788/4788_sd_image_opp.png,Yes,"The image depicts a gathering with several people holding drinks and some wearing ID tags, which aligns with the description of a party or a disassembly event as mentioned in the prompt."
People enjoying themselves on the street and laughing with a security officer.,Data/flickr30k_images_data/processed_success/2217/2217_sd_image.png,Yes,"The image depicts people laughing and enjoying themselves on the street, interacting with security officers, which aligns with the given prompt."
People suffer themselves on the street and laughing with a security officer.,Data/flickr30k_images_data/processed_success/2217/2217_sd_image_opp.png,No,"The image depicts security officers laughing together, but it does not show people suffering on the street, which is a key part of the prompt."
,,242,
